Area_sqft,Bedrooms,Bathrooms,Floors,Age,Garage,Balcony,Furnished,Garden,SwimmingPool,DistanceToCity,NearbySchools,NearbyHospitals,CrimeRate,PopulationDensity,PublicTransportScore,PropertyTax,LocationRating,ElectricityBackup,SecurityRating,Price
1111,1,5,4,53,0,1,0,1,0,40.4,6,1,7.9,40111,1,4.31,4,0,8,3452714
1461,6,4,4,53,0,0,1,1,1,18.8,8,0,1.3,56190,4,3.73,4,1,8,13809026
4145,4,4,1,28,1,0,1,0,1,4.7,6,6,3.4,73754,4,1.1,8,0,3,25011404
1589,2,4,3,29,1,0,1,1,0,2.7,9,5,5.9,13659,5,4.42,6,0,1,13027004
7742,3,1,4,44,1,1,0,1,1,1.0,6,0,6.4,79334,9,3.27,2,1,8,33549709
7296,6,1,1,5,0,1,1,1,1,37.0,7,5,1.1,6724,1,1.08,8,0,7,35596503
1678,1,5,3,17,0,0,1,1,1,21.2,2,1,8.6,48404,3,2.93,1,1,6,7101828
3703,2,2,1,49,1,1,1,0,1,34.0,7,6,6.5,79533,5,2.58,10,1,1,20668614
3065,3,5,1,51,1,1,1,1,0,20.1,10,2,8.9,31387,3,1.73,3,0,1,11833757
3049,5,2,3,29,1,0,1,1,0,15.1,8,0,3.4,56043,9,3.95,10,0,8,21537805
6631,2,1,1,40,1,1,1,1,0,42.9,6,6,6.7,33667,5,1.75,1,1,10,21773425
4993,1,1,4,53,1,0,0,0,1,1.2,4,2,8.1,67766,5,2.25,4,0,3,21198936
7718,1,1,3,25,0,1,1,1,0,12.7,3,8,9.1,53423,7,4.11,7,1,8,33000553
2722,3,3,3,45,0,0,1,0,0,43.7,3,5,5.1,38618,6,1.25,10,0,8,16170816
2660,1,3,3,47,1,1,0,1,1,41.9,5,0,4.4,10099,2,1.62,6,1,7,12519383
5699,1,1,1,13,1,1,0,1,1,17.7,8,2,4.0,78316,1,4.08,7,0,10,26922342
4875,3,2,4,55,1,1,0,0,0,11.7,8,3,4.7,14350,3,3.97,8,0,4,23862765
3274,1,1,1,37,0,0,1,1,0,29.3,8,2,4.7,12982,7,1.74,7,0,3,16224733
2815,4,2,3,49,0,0,0,0,1,30.0,2,3,1.0,12407,4,3.19,4,0,9,14670017
4628,1,5,1,4,0,1,1,1,1,7.8,2,3,9.3,64241,6,1.86,8,1,6,25193798
4505,3,4,1,60,1,0,1,0,0,45.9,6,0,1.5,73376,7,1.59,2,1,1,15014265
5309,3,2,4,14,1,0,1,1,0,37.1,2,5,10.0,32174,9,4.11,9,0,7,24027511
7400,6,2,4,15,1,1,0,1,0,29.6,2,2,6.1,51864,9,3.31,1,0,1,27124880
1185,1,2,4,27,0,0,1,1,0,38.9,6,3,6.7,40933,2,1.14,10,0,5,8601094
3980,5,4,2,53,0,1,0,0,1,9.2,1,3,3.7,16517,7,3.72,4,1,6,19908812
684,6,4,3,17,0,1,0,1,1,37.9,3,8,7.8,29427,3,1.59,1,0,6,4469975
594,6,1,1,59,1,0,1,1,1,3.8,9,6,6.9,34071,6,2.32,10,1,2,15182424
985,1,5,4,31,0,1,1,1,1,9.5,10,8,1.2,7893,3,4.4,5,1,10,13910944
4543,4,4,1,4,1,1,1,1,1,40.1,4,3,8.4,11577,10,0.92,4,1,7,21055683
4858,2,3,2,1,1,1,1,1,1,10.4,3,3,9.5,10928,8,1.34,6,0,5,25422166
2752,5,3,1,27,0,0,1,1,0,3.9,10,3,3.5,16604,3,1.95,10,0,5,21770385
5746,6,2,3,24,1,1,0,0,1,22.7,9,5,8.0,64374,10,0.95,6,1,3,27138566
6792,5,2,1,41,0,0,0,0,1,8.8,0,3,3.0,20644,5,4.45,8,0,3,32287159
5790,6,4,4,22,0,1,1,0,1,28.7,3,2,2.0,57195,1,0.8,4,0,2,26060668
1575,6,3,1,60,1,0,1,1,1,20.4,1,4,6.1,77001,1,1.5,9,0,2,13069089
3847,3,3,1,13,0,0,1,1,0,35.4,0,5,2.3,68944,4,2.15,7,0,2,18926800
1077,3,5,4,3,1,0,0,1,0,3.7,4,8,8.6,68010,1,4.3,3,0,5,9879667
7052,4,1,1,10,1,1,1,1,1,17.7,0,3,7.5,75922,6,1.18,2,0,1,28360495
3633,3,1,1,24,1,0,1,1,1,37.8,9,1,1.0,4233,8,1.32,8,1,1,20793708
4952,6,1,2,15,1,0,1,0,1,8.1,4,5,2.3,2439,7,2.34,8,1,1,29841040
3353,3,5,2,5,1,1,0,0,1,16.1,7,2,1.8,58881,4,3.28,4,1,9,18784175
6761,1,5,3,45,0,0,0,1,1,5.4,0,7,8.7,43339,6,4.15,1,1,3,26510229
5715,1,3,3,11,0,1,0,1,0,45.7,10,3,2.6,7947,2,1.82,5,1,6,21856243
5976,5,4,2,52,0,0,1,1,0,49.1,2,1,3.8,21025,9,1.82,10,1,2,26900511
4503,1,4,3,23,1,0,0,1,1,14.5,6,7,6.7,10692,2,4.42,4,1,3,20731433
7397,4,5,3,23,1,0,0,0,1,37.1,5,6,5.6,15214,1,3.16,10,1,7,34398518
5025,3,5,1,54,0,0,0,1,0,40.5,3,1,2.9,64187,1,2.84,5,1,7,19749878
5804,6,4,4,6,0,0,1,1,1,5.1,5,2,2.0,62696,7,3.74,4,1,5,31704918
2255,3,3,3,41,1,1,1,1,1,20.2,7,6,8.2,22926,9,1.76,8,0,6,17552899
1421,1,3,3,31,1,1,0,1,0,23.3,3,5,4.2,22686,4,1.94,4,0,2,7951024
2953,6,3,4,0,0,0,1,0,0,24.0,2,2,6.2,58439,6,3.63,10,1,5,19371744
5404,6,3,4,28,0,1,1,1,0,40.0,10,6,3.4,29058,2,1.98,6,0,9,25572074
7617,1,5,3,24,0,1,1,1,1,35.4,10,5,5.1,65719,2,2.27,4,1,6,31669718
6640,5,5,3,7,0,1,0,1,1,35.2,3,4,6.2,35323,3,1.15,3,0,6,27441315
7195,6,4,4,13,0,1,1,1,0,40.5,8,3,8.8,53767,4,2.19,9,1,3,31318514
7122,6,1,1,57,0,1,1,1,1,49.2,7,8,7.1,67723,2,2.65,5,0,6,28189415
4027,3,2,3,49,0,1,0,0,0,26.8,8,5,4.0,57555,3,2.4,1,0,9,14076257
2172,5,2,4,48,1,1,0,0,1,11.5,0,1,2.3,4902,7,3.86,2,1,9,12982348
6494,5,2,4,47,0,0,1,1,1,22.7,0,1,9.9,78578,3,3.88,9,0,1,28370105
3884,1,2,2,10,0,1,1,1,1,8.0,3,5,5.7,38056,4,3.59,6,0,7,21720468
5528,1,2,1,43,1,1,1,0,1,8.9,0,4,3.0,21452,4,4.08,8,0,1,27665864
1752,1,2,4,24,1,1,0,0,0,39.5,10,3,5.0,55659,5,3.91,8,1,8,11241267
3515,4,5,1,3,0,0,0,1,0,9.4,0,6,3.3,20506,6,1.19,7,0,3,20035319
4735,5,3,3,42,1,1,1,1,0,28.8,10,3,2.3,63910,5,1.76,10,0,10,27017079
631,6,2,2,25,0,1,1,1,0,36.9,10,1,7.5,63102,2,3.68,9,0,6,9687307
2408,1,5,1,13,0,0,0,1,0,26.9,1,5,1.1,37089,2,3.85,7,0,5,14970905
2673,2,3,4,29,0,0,1,1,1,22.9,8,1,8.6,15936,1,3.91,5,0,6,14273380
2133,5,3,3,49,0,1,1,0,1,27.0,5,8,4.5,32890,7,2.61,1,0,8,11050374
1256,4,3,1,1,0,0,0,1,0,17.2,2,7,9.3,17487,8,3.52,9,1,6,13061845
5388,4,3,1,5,0,1,0,1,1,30.8,6,6,5.1,54586,5,2.98,1,0,4,19956304
6298,5,4,2,5,0,1,1,1,1,22.0,7,8,1.4,77271,8,1.68,7,0,3,32564064
6956,2,3,4,24,1,1,1,1,1,25.9,8,8,8.9,20385,8,3.47,6,1,4,30674630
6610,3,1,2,52,0,1,0,1,1,15.0,9,6,6.5,42759,1,4.26,6,0,4,27805725
7398,6,5,2,59,0,1,1,0,1,7.2,10,1,6.2,61580,4,0.85,3,1,3,32159136
4749,3,5,3,35,1,0,0,0,0,18.0,0,2,5.2,27930,8,0.74,10,0,1,23595934
947,1,5,4,51,1,0,0,1,1,8.7,2,5,3.0,39392,10,3.24,7,1,1,11602791
7959,1,3,4,40,1,0,0,0,1,46.2,7,2,5.3,42785,3,0.54,7,0,10,31997753
6597,2,5,3,48,1,1,0,0,1,17.3,7,1,7.4,78487,8,4.25,4,0,3,27497880
509,4,3,4,31,1,0,1,1,1,28.6,9,8,1.7,68025,7,1.8,2,1,6,7833254
781,5,4,1,39,0,1,1,1,0,21.7,10,3,1.4,52790,5,4.15,8,0,1,10922736
2909,5,1,1,13,1,0,1,0,0,6.6,0,3,9.1,79818,4,2.78,10,0,6,18962747
1902,6,1,4,13,0,0,0,1,1,5.6,2,8,7.9,11695,8,2.39,8,1,3,16962855
1025,6,1,1,44,0,1,1,0,1,10.0,9,4,6.8,1353,1,4.28,7,0,10,13101164
7795,4,4,4,6,0,0,0,1,0,7.7,8,7,8.7,57864,7,0.93,4,0,6,33990562
3200,6,5,1,28,1,0,0,0,1,45.7,10,5,8.6,73708,7,3.64,2,0,1,12483716
6822,4,2,2,12,1,0,0,0,0,11.2,4,6,2.1,28142,6,2.79,5,1,1,31084464
5036,4,2,1,59,1,0,0,1,1,19.9,6,3,8.6,54746,10,4.37,1,0,3,18863220
1854,2,4,3,4,1,0,1,0,1,10.0,4,5,8.8,47970,8,1.21,8,0,7,15663928
3678,3,5,4,35,0,0,0,1,0,7.4,10,3,1.5,38485,7,0.78,10,1,10,25977549
1979,1,1,2,42,0,0,1,1,1,20.3,6,2,1.2,26632,8,1.33,7,0,2,14055026
2812,4,4,3,36,1,0,0,0,0,23.0,1,7,2.2,48372,9,3.56,6,1,10,17184577
5018,5,3,1,49,1,0,1,1,1,32.6,6,8,7.2,25830,3,3.54,7,1,9,25577635
2770,5,2,2,43,0,0,1,1,1,10.0,2,5,8.1,5610,10,1.64,10,1,2,21588413
6011,2,4,2,51,1,0,0,1,1,26.4,4,7,4.2,36188,8,1.44,2,0,5,23123674
4865,2,5,4,34,0,0,0,1,1,43.7,7,4,9.2,14527,6,3.81,8,0,8,20896974
7017,4,2,3,12,1,1,1,0,1,24.6,3,3,4.2,50382,5,1.79,1,0,4,28455657
5764,3,3,4,43,0,1,1,1,1,49.5,3,1,3.2,28300,7,3.04,3,1,5,21753647
5620,1,4,4,14,0,1,1,1,1,40.8,3,7,3.0,9641,2,3.3,2,1,5,22232574
930,5,1,3,31,1,0,1,0,0,35.1,4,6,9.2,14922,3,1.8,4,1,1,5001759
6891,5,2,4,47,0,0,0,1,1,34.3,0,2,8.5,44237,1,3.65,1,0,1,23269265
3392,1,1,3,19,0,0,1,0,0,6.6,6,8,7.3,74458,9,2.36,4,0,4,15635698
2258,5,3,4,34,0,1,0,1,1,37.8,6,3,1.1,27986,9,3.78,9,0,6,17606056
1132,4,2,4,20,1,0,1,0,0,39.3,0,0,6.1,66441,6,2.51,7,0,9,7355261
5506,1,3,2,47,1,0,0,0,0,7.2,4,3,5.4,17290,6,3.03,2,0,9,21676454
7784,4,4,2,31,0,0,0,1,0,45.6,2,0,2.3,4991,5,2.74,1,0,9,26657377
4360,5,3,1,39,0,1,0,1,1,19.4,4,7,5.6,24264,4,2.47,8,0,3,23851360
5488,1,4,1,54,1,0,0,0,0,23.9,10,3,9.8,79957,10,2.95,3,0,1,19240277
5669,5,2,4,42,0,1,0,1,0,14.9,9,8,4.7,62360,2,0.87,1,0,9,23104936
2576,5,2,4,9,1,0,0,0,1,20.5,9,7,10.0,52105,10,1.7,8,0,8,17955945
7202,5,5,2,32,0,0,1,1,0,48.3,2,4,7.6,66322,1,1.8,8,1,7,29693462
6460,4,3,2,16,1,0,1,1,0,9.6,6,2,10.0,57907,6,0.88,8,0,7,31537249
6675,6,1,3,60,0,0,0,1,1,46.5,8,0,6.7,12956,2,2.38,9,1,1,27261374
2149,3,5,2,60,0,0,0,1,0,24.0,0,5,8.1,12264,7,3.55,5,0,3,10615678
6984,4,5,3,49,0,0,0,0,0,23.0,1,6,9.8,29339,9,1.84,7,1,9,30049430
6548,4,3,1,15,1,1,1,1,0,48.6,2,3,2.4,32308,7,1.97,3,1,8,26124661
6516,3,1,4,13,1,0,0,0,0,13.5,2,7,3.9,52252,8,1.07,10,0,8,32731454
4084,6,1,1,59,0,1,0,1,0,29.9,0,8,7.2,13034,4,2.29,1,1,9,13729495
4431,5,2,1,44,0,1,0,0,1,10.4,4,7,1.0,31648,2,2.21,10,0,10,28601402
651,2,2,4,29,1,0,0,0,0,36.8,6,8,9.9,33061,7,2.91,10,1,8,7117923
4256,3,1,1,57,0,1,1,0,1,39.3,5,0,9.6,67595,10,2.75,7,0,3,17052578
3158,4,1,3,7,1,1,1,0,0,28.1,9,6,2.4,76273,10,2.66,5,0,5,16597155
2612,5,1,1,34,0,0,0,0,0,31.2,7,8,2.8,20385,3,1.2,4,0,6,11479477
4561,3,4,1,23,1,1,0,1,1,18.5,10,5,6.7,30521,4,3.69,1,1,5,19198107
5451,3,3,3,20,0,1,1,1,1,41.2,4,6,8.1,10410,6,4.04,5,0,8,22482948
2826,3,1,2,24,0,0,0,1,0,35.4,1,5,3.6,65297,6,0.88,1,0,7,10294678
3985,3,4,4,48,0,1,0,0,0,41.8,9,2,9.6,1739,3,4.28,4,0,8,13833998
6220,2,3,2,12,0,0,0,1,0,33.0,2,6,3.9,7105,9,3.46,1,0,3,21120201
5741,5,3,3,10,0,0,1,0,0,19.3,4,5,2.1,23275,3,2.85,9,0,3,30561349
7742,1,4,2,27,1,1,0,1,1,6.4,9,7,9.5,16172,2,0.59,7,1,8,35316976
6431,3,2,2,35,1,0,0,0,0,45.7,5,4,4.1,38375,8,1.94,1,0,5,21386393
4322,3,2,3,35,1,0,1,0,1,47.8,9,3,6.2,53717,6,0.51,1,1,3,13798409
2055,4,4,1,21,1,0,1,0,0,17.5,9,8,2.1,15971,5,1.12,2,0,3,12420921
4419,5,1,1,26,1,0,1,0,0,4.5,7,4,4.9,72079,10,2.7,2,0,6,21665234
4385,3,3,3,57,0,0,1,0,1,10.5,9,5,9.8,74799,5,4.13,6,1,6,21396467
6644,2,1,2,48,0,1,1,0,0,40.3,1,2,1.7,64314,9,0.67,1,0,7,21122483
3425,3,2,4,50,0,1,0,1,1,9.7,9,5,8.1,36134,9,2.31,1,0,4,15174008
4521,4,2,2,18,1,0,0,0,0,34.5,2,4,2.2,64096,1,2.93,7,1,2,20926967
691,3,4,4,25,1,1,0,0,0,27.1,2,0,4.2,79242,7,1.75,6,1,5,7925768
5678,4,5,1,26,1,1,0,1,1,46.0,10,3,1.3,22193,5,4.21,1,1,4,21244918
3377,3,4,3,26,0,0,1,1,0,30.4,5,0,1.1,57898,6,0.67,2,1,1,14610671
4281,3,1,2,15,1,1,1,1,0,8.6,5,3,5.6,31803,7,1.7,9,0,3,24726843
4565,5,1,2,3,1,0,1,0,0,9.8,7,3,3.7,55812,8,4.49,2,1,9,22734905
7512,3,3,4,39,0,0,0,1,0,37.1,3,6,2.5,1412,8,1.89,7,0,6,30987682
7897,5,5,3,32,0,1,0,0,0,19.7,5,5,4.8,44316,2,3.18,3,1,6,32220086
2611,2,5,2,16,1,0,0,1,0,20.8,8,1,3.7,49067,6,2.76,4,1,7,13710395
846,2,3,4,42,1,1,0,0,0,8.3,0,8,8.3,51252,1,2.97,6,0,9,8655519
5417,5,2,2,54,0,0,1,1,0,7.1,10,2,8.4,7040,2,1.21,6,0,6,24534317
1525,1,3,3,27,0,0,1,0,0,7.5,6,0,3.2,67257,7,0.62,8,0,8,14810461
2840,5,4,2,2,1,1,1,1,1,20.2,4,7,4.7,34502,1,2.74,5,0,2,17394222
2132,6,5,4,54,1,0,0,0,1,49.5,5,6,2.7,55027,7,1.04,6,0,2,11882557
2455,6,3,4,28,1,1,0,0,0,11.0,6,7,7.2,6617,1,2.62,10,0,2,17663252
3942,1,5,4,29,1,1,1,0,1,11.6,8,8,1.6,56967,5,2.17,4,0,5,22724899
2544,2,3,4,2,0,0,1,1,0,14.2,9,0,5.6,15181,7,1.26,10,1,2,18918019
1262,4,3,1,15,1,0,0,0,1,0.7,0,8,5.7,62948,2,0.99,3,1,8,11197443
1346,3,4,1,36,1,0,0,0,1,33.4,8,5,6.3,69327,5,4.16,5,0,1,7729907
6893,2,4,3,32,1,0,0,0,0,32.5,7,7,9.9,20523,3,1.38,3,0,5,24242611
7105,2,1,2,22,1,1,1,0,1,23.9,5,7,8.6,29514,5,1.07,7,1,5,30966848
1128,4,1,4,59,0,0,0,0,0,14.3,10,6,8.8,3471,8,3.87,8,1,2,9581696
5129,2,3,4,3,0,1,0,0,0,26.7,2,6,8.8,43681,2,2.26,6,1,7,21114682
4825,2,1,2,47,0,1,1,0,0,33.4,1,2,8.8,20121,9,1.17,7,1,3,19458481
3722,4,3,2,17,1,1,0,1,0,10.2,1,7,5.3,45477,3,4.14,3,0,4,16661247
1219,2,4,2,27,0,1,1,0,0,4.5,10,6,4.1,9321,8,4.05,4,0,7,11325428
4638,5,4,2,8,1,1,0,0,0,40.1,2,6,3.2,44805,5,2.73,1,0,6,16337095
6725,2,4,4,45,1,0,1,0,1,47.7,9,8,4.4,55807,8,0.96,6,1,3,28556218
735,1,5,2,24,1,1,1,1,1,21.0,9,3,4.0,54431,2,0.98,4,0,5,7790343
3226,3,4,3,31,0,1,0,1,0,7.6,8,3,7.3,17964,1,0.74,1,1,7,14287152
4016,1,5,3,44,1,0,1,0,1,17.2,2,5,1.0,2741,4,2.24,9,1,9,24715505
7980,1,5,3,44,1,0,1,0,1,46.6,2,7,5.8,30380,5,3.49,4,0,5,28463829
7549,2,5,4,24,0,0,1,0,1,8.1,0,0,7.8,48548,7,3.4,6,0,7,33148497
7328,6,1,3,33,1,1,0,0,0,38.7,4,4,8.6,62809,7,0.5,5,1,1,27627367
2797,2,1,4,0,1,0,0,1,0,28.6,8,8,8.6,54243,4,3.44,3,0,8,11621595
5774,2,2,1,1,1,1,1,1,0,11.6,1,4,1.3,17520,1,0.66,8,1,5,30314388
5616,4,2,4,49,1,0,0,0,1,27.8,8,2,8.5,8766,2,2.31,10,0,7,27809889
7653,5,2,1,27,1,0,1,0,0,34.0,8,1,1.9,65825,7,2.69,1,0,5,28309507
624,2,5,1,8,0,1,1,1,0,21.8,5,0,6.9,63018,7,3.1,3,1,4,5967036
2530,1,2,1,55,0,1,0,0,1,12.3,3,8,5.4,23224,6,3.26,1,1,10,11871876
4048,3,3,3,55,1,0,0,1,1,47.5,2,4,7.1,76451,5,2.78,6,1,2,16925077
4819,1,3,1,47,1,1,1,0,0,45.7,5,1,3.0,29482,2,1.66,8,0,9,20499975
1993,6,2,2,44,1,0,0,0,0,6.0,5,8,7.1,70270,6,2.8,5,0,9,12816712
4819,4,2,2,48,0,1,1,0,0,9.1,10,6,1.8,55131,3,1.15,6,1,10,25469568
5235,3,5,3,60,1,1,0,1,1,46.6,2,2,1.9,43954,10,4.2,4,1,9,22168006
4618,5,1,4,60,0,0,1,1,1,26.9,3,7,4.2,27615,6,3.73,1,1,3,18548528
3545,2,1,1,24,0,0,1,1,0,48.4,9,2,1.4,6883,3,2.83,9,0,5,17195333
1911,4,2,1,2,1,0,0,0,0,36.9,1,3,9.2,43142,6,1.01,6,0,3,8594157
2960,5,1,3,10,0,0,1,0,1,13.4,7,0,2.4,72216,8,3.93,4,1,6,17854933
5707,4,1,1,0,0,0,0,0,0,43.5,1,2,4.4,32143,7,4.03,7,1,7,23492029
6828,2,2,4,29,1,0,0,1,1,38.0,8,4,5.7,9004,7,1.16,7,0,7,29162610
7338,2,5,1,40,1,0,0,1,1,1.4,1,7,1.4,25351,9,2.28,7,1,8,36741606
7830,2,5,1,11,0,0,1,1,1,29.4,0,8,5.8,14127,10,1.07,8,0,1,35558887
6431,6,1,4,37,0,0,1,0,0,5.0,9,2,7.5,42852,9,2.01,4,1,3,28744962
2100,6,2,4,50,0,0,0,1,1,49.4,0,3,2.4,62254,1,2.3,6,0,1,10040292
6530,4,5,3,42,0,1,0,1,1,20.3,6,4,3.9,59406,3,2.09,8,0,5,31458844
7520,6,2,2,25,0,1,1,0,0,8.8,10,0,3.5,77934,2,0.62,6,0,4,34952568
4832,1,1,4,45,1,0,0,1,1,30.2,10,0,7.3,55414,1,2.23,1,1,5,16690730
1760,1,1,2,3,0,1,1,0,1,6.2,8,3,2.2,40572,1,2.52,5,0,5,14270418
5084,5,5,4,18,1,0,0,0,1,38.6,8,6,7.0,73285,3,1.14,6,1,4,23960297
5365,1,5,1,8,0,1,0,1,0,41.4,1,5,4.6,76479,8,0.79,2,1,4,19196779
2342,3,5,3,29,0,1,1,1,0,38.4,7,8,1.5,69146,4,2.59,8,1,9,16536149
6694,4,2,3,17,0,0,0,1,1,1.4,1,7,6.4,10338,9,1.18,7,0,4,33666431
2270,6,4,3,0,1,1,0,0,1,44.0,2,7,9.8,36152,3,2.33,6,0,1,10880865
2999,1,1,1,44,1,0,0,1,0,42.9,2,4,7.4,33443,7,3.08,1,1,9,8163420
7049,6,2,1,12,0,0,0,1,0,29.7,8,5,4.2,50408,3,3.69,7,0,6,30890168
7585,2,1,4,59,0,0,1,0,0,30.0,10,0,8.0,73383,10,3.38,3,0,10,26539167
5003,6,3,3,38,0,1,0,0,0,24.2,1,5,4.1,39920,3,4.03,1,1,10,20513879
5464,3,2,1,7,0,0,0,0,1,9.0,6,8,8.2,7880,4,1.54,4,1,3,24646591
6962,1,2,1,15,0,1,1,0,0,30.6,3,5,2.1,60281,3,3.37,8,0,10,29873183
2063,1,1,3,28,0,0,1,0,1,13.5,7,3,7.5,75261,4,3.99,10,1,8,16560078
6897,6,1,3,47,0,0,0,1,0,44.5,3,6,5.1,66250,10,3.42,9,0,2,29541357
672,4,2,1,4,0,1,0,1,1,26.4,1,7,4.0,54082,6,1.1,6,1,2,8254841
6317,1,1,1,35,0,0,0,1,0,40.5,0,4,8.4,10473,1,1.46,3,0,9,19636529
6591,3,4,2,53,0,1,1,1,0,32.4,9,5,7.6,69551,2,4.31,1,1,3,22460115
3101,1,5,1,22,1,0,0,0,1,20.3,1,0,6.1,48402,6,0.69,1,1,8,12224874
1592,1,1,3,60,1,0,1,0,1,49.8,1,2,2.6,2637,9,4.41,3,0,6,4654040
4312,4,3,4,46,1,0,1,0,0,42.8,3,4,1.4,47624,9,1.61,10,1,1,22998802
3542,3,2,2,57,1,0,0,0,1,36.8,1,4,6.5,78273,2,0.76,2,0,9,12153725
7713,2,4,1,33,0,1,0,1,0,12.7,1,8,2.6,26635,9,2.04,7,1,4,34458177
3745,1,5,1,29,0,1,0,0,0,34.2,2,6,6.1,15908,9,2.02,8,0,2,16237005
2872,2,3,1,18,1,0,1,0,1,21.7,6,1,6.6,48124,10,0.86,7,0,7,17820507
1514,3,3,3,56,0,1,1,1,0,3.6,3,4,4.5,29890,4,2.59,2,0,8,10399435
4941,6,2,1,33,0,1,0,0,1,39.5,4,5,9.0,7514,6,1.4,6,0,3,20867720
6413,5,4,1,18,1,0,1,1,0,48.4,4,1,3.9,73416,2,2.43,2,0,8,23837644
6703,1,3,2,43,0,1,0,0,0,30.4,1,4,9.3,18432,10,1.75,1,0,10,20863423
4604,3,4,4,26,0,1,0,0,0,9.1,4,7,4.7,32396,8,3.67,9,1,8,27137790
1941,4,3,1,26,1,1,0,0,0,22.5,10,7,5.2,60701,3,1.49,1,0,2,8246298
7663,2,3,1,35,1,1,1,0,1,17.2,1,1,8.2,36420,5,3.09,10,1,10,35855967
3615,3,4,3,38,1,0,1,0,1,21.3,6,4,5.5,28450,1,2.53,6,0,5,19021107
2760,6,4,4,38,0,0,0,1,1,25.9,4,6,6.2,7469,3,2.96,3,1,8,15076014
907,6,1,3,60,1,1,0,0,1,20.8,10,0,8.3,70417,2,1.58,5,1,3,7012619
3971,4,5,4,1,1,0,1,0,1,19.4,4,4,1.5,12950,6,2.71,1,0,1,19192597
5038,3,1,4,38,1,1,0,0,1,4.6,10,7,6.3,32553,5,3.39,3,1,9,24635186
7356,3,4,3,53,0,0,0,0,0,4.1,7,4,5.2,42929,9,3.6,4,1,8,31667081
3204,4,5,1,16,0,0,0,0,1,31.0,0,0,6.1,19867,10,2.07,5,0,9,15376390
5932,1,2,3,20,1,0,1,1,0,24.6,7,4,1.7,43098,1,4.1,6,0,9,26857198
1287,4,4,4,35,0,1,0,1,0,2.9,9,6,1.6,64906,7,0.84,2,0,4,11522605
7198,2,3,3,46,1,0,1,1,0,18.2,2,7,3.3,26657,9,2.1,2,1,4,29434636
7830,3,5,2,48,0,0,0,1,1,12.2,4,1,1.1,59354,1,2.57,6,0,6,35983865
2803,4,1,1,40,1,1,1,1,1,46.9,10,6,7.4,28418,7,1.82,8,1,6,14819702
3840,4,1,2,60,0,1,0,1,0,46.4,8,5,8.4,36556,10,1.25,6,1,6,15504095
5343,6,4,4,12,1,1,0,0,0,26.3,0,2,2.2,60431,1,1.06,5,1,5,24518673
1652,6,2,4,43,1,0,0,0,0,6.8,10,2,8.0,52626,10,4.37,8,1,3,14276498
6489,3,3,1,16,1,1,0,1,0,42.0,1,0,4.0,16145,2,2.11,9,1,2,26655343
3872,4,2,2,13,1,0,1,1,0,49.4,2,0,6.1,25906,6,1.56,2,1,2,12292968
3530,3,5,3,19,1,0,1,0,0,24.0,2,2,8.3,7851,9,4.28,3,1,6,15161577
1556,1,1,2,58,0,0,1,0,1,26.4,8,6,2.9,44743,10,3.03,7,0,6,12718540
6325,2,5,3,24,1,1,1,1,0,18.8,1,0,4.3,60673,1,2.06,5,1,6,28211996
7119,2,4,3,41,1,0,0,0,1,47.3,9,2,5.7,51005,9,2.05,10,0,6,31241014
6639,2,4,4,18,1,1,1,1,1,21.7,2,6,3.3,22003,4,1.86,8,0,4,32444346
7820,3,4,2,24,1,0,1,1,0,45.8,10,1,7.8,6447,7,2.51,8,0,1,31692726
6562,5,5,2,19,1,0,0,1,1,0.7,5,6,2.0,16642,2,3.8,9,0,4,37169144
1013,4,2,2,37,0,0,1,1,1,4.8,9,1,8.9,39854,6,2.61,4,1,2,9945487
5914,6,2,1,11,1,1,1,1,1,35.2,10,6,6.2,63215,4,0.81,6,0,5,27669352
6459,3,3,4,58,0,1,0,1,1,20.5,5,6,8.4,7991,3,0.85,4,1,4,25382203
3741,1,5,4,14,0,0,1,1,0,48.6,1,1,4.1,31097,5,0.88,7,0,8,16547475
5875,4,5,4,52,0,1,0,1,1,46.2,6,8,6.6,3935,1,4.22,10,1,4,27699054
590,4,3,1,27,0,0,0,1,0,17.9,6,7,1.0,9234,3,3.17,9,0,8,11889574
695,5,5,4,32,1,0,0,0,1,36.1,7,5,7.2,47345,2,2.16,3,1,1,3802189
6990,5,4,1,42,1,0,1,1,1,33.3,1,1,7.6,73472,3,2.25,4,0,6,27340720
1358,6,1,1,0,0,0,0,0,1,8.5,7,1,6.2,17188,6,1.65,4,0,6,10742930
3120,2,4,4,4,1,0,1,0,1,45.4,6,4,3.3,50116,1,2.61,8,0,5,16663748
3329,4,1,4,44,1,1,1,1,1,26.9,10,8,6.7,38369,5,4.17,8,1,3,19293503
2859,6,2,1,31,0,1,0,0,0,42.2,10,7,6.0,33050,1,1.54,4,1,9,12163511
6307,1,3,2,39,0,1,1,1,0,50.0,6,0,6.8,16736,5,1.17,7,1,2,23961034
3623,1,1,2,52,1,0,0,0,0,43.3,7,1,4.9,78926,5,1.91,5,0,4,11111579
4740,3,1,1,56,0,0,0,1,0,23.1,6,1,9.0,44346,6,2.31,2,1,1,15977334
4957,4,1,3,46,1,0,0,1,0,20.3,4,6,6.8,15612,9,0.51,3,1,7,19955523
6309,5,4,2,44,0,0,0,0,1,16.0,0,7,1.1,64369,9,4.04,7,0,8,31794440
